id,content,named_entities,channel
44496357,Just a friendly admin reminder that all 5G talk is verboten. Unless it's these 5 G's,"[{u'text': u'5', u'type': u'CARDINAL'}, {u'text': u'5', u'type': u'CARDINAL'}]",36003
44496728,Because Alex if you continue this then the 5G crowd comes out etc etc,"[{u'text': u'5', u'type': u'CARDINAL'}]",36003
44496751,All I care about is producing Actionable Intelligence not trolling and conspiracies or 5G or Bill Gates none of that noise will keep you ahead of the curve,"[{u'text': u'5', u'type': u'CARDINAL'}, {u'text': u'Bill Gates', u'type': u'PERSON'}]",36003
44497449,What 5Gtards sound like to me ⬆️⬆️⬆️,[],36003
44497460,I don't like 5G either and there's lots of papers that show it's bad but not understanding we are dealing with a bioweapon and blaming 5G for the virus is just making things worse,"[{u'text': u'5', u'type': u'CARDINAL'}]",36003
44498818,"The U.K. announced in January that it would allow Huawei to build part of its 5G mobile network against U.S. warnings that the tech giant poses a security risk.  POMPEO: NATIONS SHOULD RETHINK USE OF HUAWEI AMID CORONAVIRUS  ""I think this has been a real moment for business leaders all across America to see the political risk associated with the operations inside of China,"" Pompeo said.  He also said the U.S. supply chain shouldn't be dependent on any other country.","[{u'text': u'U.K.', u'type': u'GPE'}, {u'text': u'January', u'type': u'DATE'}, {u'text': u'Huawei', u'type': u'ORG'}, {u'text': u'5', u'type': u'CARDINAL'}, {u'text': u'U.S.', u'type': u'GPE'}, {u'text': u'America', u'type': u'GPE'}, {u'text': u'China', u'type': u'GPE'}, {u'text': u'Pompeo', u'type': u'PERSON'}, {u'text': u'U.S.', u'type': u'GPE'}]",36003
44500035,"During the week, 53 5G network masts were attacked in the UK. https://www.businessinsider.com/attacks-cellphone-towers-coronavirus-5g-conspiracy-2020-4  British mobile operator EE said conspiracy theorists pose a “risk to human life” by setting fire to telecommunications masts. During Easter weekend alone, 22 EE telephone masts were burned. https://inews.co.uk/news/coronavirus-lockdown-latest-5g-conspiracy-theories-ee-phone-masts-easter-2538429  The attack also damaged the Vodafone mast, serving the Chelmsley wood hospital in Birmingham. https://www.thesun.co.uk/tech/11400110/5g-coronavirus-conspiracy-theory-arson-attack-nightingale-hospital-vodafone-birmingham/  Homes in Huddersfield were also evacuated early on Tuesday morning after a mast attached to the Fearnleys Mill home development was set on fire, destroying equipment belonging to three network providers.  Another mast in Birmingham, which provided mobile connectivity to the city's recently-erected Nightingale Hospital, was also attacked over the weekend.  The vast majority of the phone masts were not carrying 5G equipment, meaning 2G, 3G and 4G network infrastructure essential to emergency services  during the outbreak was affected.","[{u'text': u'the week', u'type': u'DATE'}, {u'text': u'53 5', u'type': u'CARDINAL'}, {u'text': u'UK', u'type': u'GPE'}, {u'text': u'British', u'type': u'NORP'}, {u'text': u'Easter weekend', u'type': u'DATE'}, {u'text': u'22', u'type': u'CARDINAL'}, {u'text': u'Vodafone', u'type': u'ORG'}, {u'text': u'Chelmsley', u'type': u'LOC'}, {u'text': u'Birmingham', u'type': u'GPE'}, {u'text': u'Huddersfield', u'type': u'ORG'}, {u'text': u'Tuesday', u'type': u'DATE'}, {u'text': u'morning', u'type': u'TIME'}, {u'text': u'Fearnleys Mill', u'type': u'PRODUCT'}, {u'text': u'three', u'type': u'CARDINAL'}, {u'text': u'Birmingham', u'type': u'GPE'}, {u'text': u'Nightingale Hospital', u'type': u'ORG'}, {u'text': u'the weekend', u'type': u'DATE'}, {u'text': u'5', u'type': u'CARDINAL'}, {u'text': u'2', u'type': u'CARDINAL'}, {u'text': u'3', u'type': u'CARDINAL'}, {u'text': u'4', u'type': u'CARDINAL'}]",36003
44501099,Now this 5G is gonna get shilled and ps*op'd to death and no one's going to achieve anything and everyone's gonna have a big nasty antenna in their backyard so the glowies can have a 3D scan of everyone jerking off,"[{u'text': u'5', u'type': u'CARDINAL'}]",135827
44507654,and 5G,"[{u'text': u'5', u'type': u'CARDINAL'}]",36003
44511674,"Well if solar flares etc influence viruses, then maybe the 5G people are right? I’m not a fan of 5G = Covid, but reading these papers about solar influence makes me think they also have a point. 🤔","[{u'text': u'5', u'type': u'CARDINAL'}, {u'text': u'5', u'type': u'CARDINAL'}, {u'text': u'Covid', u'type': u'PERSON'}, {u'text': u'U0001f914', u'type': u'CARDINAL'}]",36003
44511685,well if you into the theory about the connection between 5G somewhat relevant to this pandemic then you should watch this MD view point: https://www.youtube.com/watch?v=APaUEgfeAYE,"[{u'text': u'MD', u'type': u'GPE'}, {u'text': u'https://www.youtube.com/watch?v=APaUEgfeAYE', u'type': u'WORK_OF_ART'}]",36003
44511686,We tend to be a no 5G group,[],36003
44511688,"well he not into 5G anyway, he just point out that this pandemic is not really what we are seeing","[{u'text': u'5', u'type': u'CARDINAL'}]",36003
44512818,"Few days ago, the world's tallest 5G tower was installed on Mount Everest using yaks to transport equipment.","[{u'text': u'Few days ago', u'type': u'DATE'}, {u'text': u'5', u'type': u'CARDINAL'}, {u'text': u'Mount Everest', u'type': u'LOC'}]",36003
44514843,Can 5G replace GPS in the future? Starlink satelites? https://www.fastcompany.com/90314058/5g-means-youll-have-to-say-goodbye-to-your-location-privacy,"[{u'text': u'5', u'type': u'CARDINAL'}]",36003
44514909,https://t.me/DoomsdayDisclosure 5G / Gates Foundation / Go 😜 Wild,"[{u'text': u'5', u'type': u'CARDINAL'}, {u'text': u'G / Gates Foundation', u'type': u'ORG'}, {u'text': u'U0001f61c', u'type': u'CARDINAL'}]",36003
44515452,https://t.me/DoomsdayDisclosure Invite anyone into 5G / Gates Foundation / Fringe / UFO / Off-World / Hyperdimensionals,"[{u'text': u'Invite', u'type': u'ORG'}, {u'text': u'5', u'type': u'CARDINAL'}, {u'text': u'G / Gates Foundation / Fringe / UFO / Off-World / Hyperdimensionals', u'type': u'ORG'}]",36003
44516073,"🇬🇧 Police have arrested 14 people for breaching lockdown restrictions after they took part in a protest opposing lockdown in London today.   During the demonstration at St James Park, they promoted conspiracy theories about coronavirus, relating to 5G and vaccinations.","[{u'text': u'U0001f1e7 Police', u'type': u'ORG'}, {u'text': u'14', u'type': u'CARDINAL'}, {u'text': u'London', u'type': u'GPE'}, {u'text': u'today', u'type': u'DATE'}, {u'text': u'St James Park', u'type': u'FAC'}, {u'text': u'5', u'type': u'CARDINAL'}]",36003
44516636,https://t.me/DoomsdayDisclosure 5G / Gates Foundation / Go 😜 Wild,"[{u'text': u'5', u'type': u'CARDINAL'}, {u'text': u'G / Gates Foundation', u'type': u'ORG'}, {u'text': u'U0001f61c', u'type': u'CARDINAL'}]",36003
44516905,"the country. Coronavirus Replication, Vaccines and Exposure of Previous Covid 19 Persons The 5G system would allow those who have been exposed to Coronavirus to potentially lower their immunity, thus allowing the Coronavirus, and even vaccines they already carry in their bodies to replicate and grow to potential dangerous territories. If this happens, it would severely hurt a lot of people around the country and the world. For People’s Safety, The Trump Administration and AI Division Should Put an Immediate Halt to all 5G Non Defense/Military Deployment, including for Cell Phone Carriers. Cyrus A. Parsa, The AI Organization, 3-18-2019 Download Artificial Intelligence Dangers to Humanity or Donate to Support Cyrus Mission to Assist in Protecting the World From Dangers Stemming From China and Big Tech, 5G and AI Systems  VIA Cyrus A. Parsa, The AI Organization SOURCE [The AI Organization](https://theairoganization.com/) TAGS [5G](https://theaiorganization.com/tag/5g/) [Artificial Intelligence](https://theaiorganization.com/tag/artificial-intelligence/) [Coronavirus](https://theaiorganization.com/tag/coronavirus/) [Covid19](https://theaiorganization.com/tag/covid19/)","[{u'text': u'Vaccines', u'type': u'NORP'}, {u'text': u'5', u'type': u'CARDINAL'}, {u'text': u'Coronavirus', u'type': u'ORG'}, {u'text': u'Coronavirus', u'type': u'ORG'}, {u'text': u'Peopleu2019s Safety', u'type': u'ORG'}, {u'text': u'The Trump Administration', u'type': u'ORG'}, {u'text': u'AI Division Should Put an Immediate Halt', u'type': u'ORG'}, {u'text': u'Cell Phone Carriers', u'type': u'ORG'}, {u'text': u'Cyrus A. Parsa', u'type': u'PERSON'}, {u'text': u'The AI Organization', u'type': u'ORG'}, {u'text': u'3', u'type': u'CARDINAL'}, {u'text': u'China', u'type': u'GPE'}, {u'text': u'Big Tech', u'type': u'GPE'}, {u'text': u'5', u'type': u'CARDINAL'}, {u'text': u'AI Systems', u'type': u'ORG'}, {u'text': u'Cyrus A. Parsa', u'type': u'PERSON'}, {u'text': u'AI Organization', u'type': u'ORG'}, {u'text': u'AI', u'type': u'ORG'}, {u'text': u'5G](https://theaiorganization.com', u'type': u'CARDINAL'}]",36003
44517285,"Hey Liam, come on over to the disclosure group Doomsday Disclosure 5G / Gates Foundation / Go 😜 Wild https://t.me/DoomsdayDisclosure","[{u'text': u'Liam', u'type': u'PERSON'}, {u'text': u'Doomsday Disclosure', u'type': u'PERSON'}, {u'text': u'5', u'type': u'CARDINAL'}, {u'text': u'G / Gates Foundation / Go', u'type': u'ORG'}, {u'text': u'U0001f61c', u'type': u'CARDINAL'}]",36003
44517641,PAul Allen also invested a billion of his personal dollars into a Ricochet data network in the late 1990s and early 2000s... the precursor to the 5G network we’re now seeing roll out 20 years later. It rolled out in San Diego and was ultimately sold off for just a few million dollars when things went Dot-BOMB in early 2001.  I wonder if there was any proprietary knowledge still available... of if the death is in any way related to the 5G situation.,"[{u'text': u'PAul Allen', u'type': u'PERSON'}, {u'text': u'Ricochet', u'type': u'NORP'}, {u'text': u'the late 1990s', u'type': u'DATE'}, {u'text': u'early 2000s', u'type': u'DATE'}, {u'text': u'5', u'type': u'CARDINAL'}, {u'text': u'20 years later', u'type': u'DATE'}, {u'text': u'San Diego', u'type': u'GPE'}, {u'text': u'just a few million dollars', u'type': u'MONEY'}, {u'text': u'early 2001', u'type': u'DATE'}, {u'text': u'5', u'type': u'CARDINAL'}]",36003
44517648,"After watching Phil Schneider, we were like 1200 years behind in tech (in 1995), all of these 5G becomes garbage in 2020. 🤦‍♂️","[{u'text': u'Phil Schneider', u'type': u'PERSON'}, {u'text': u'1200 years', u'type': u'DATE'}, {u'text': u'1995', u'type': u'DATE'}, {u'text': u'5', u'type': u'CARDINAL'}, {u'text': u'2020', u'type': u'DATE'}, {u'text': u'U0001f926', u'type': u'ORG'}]",36003
44519962,"I'm for safe medicine. I see many people who are opposed to vaccines doubling, tripling, quadrupling down on 5G, Nano, COVID is fake, the numbers are fake, the hospitals are empty and so on. The antivax movement, which I have no problem with, has played themselves, repeatedly, throughout this whole pandemic. It's really sad to see","[{u'text': u'5', u'type': u'CARDINAL'}, {u'text': u'Nano', u'type': u'PERSON'}]",36003
44521527,The public in shock! Bird death in Croatia after installing and operating the 5G tower two days ago. Everyone worries about what's going on out there!  It was tested on the frequency 7.40 GHz.  Citizens send photos from all places! It's no coincidence! Why are they silent about this? STOP 5G.  The fire trees 5 G masts are in the United States. Example of how you're covering the 5G masts. Source FB :Geikler Friedrich Maik,"[{u'text': u'Bird', u'type': u'PRODUCT'}, {u'text': u'Croatia', u'type': u'GPE'}, {u'text': u'5', u'type': u'CARDINAL'}, {u'text': u'two days ago', u'type': u'DATE'}, {u'text': u'7.40', u'type': u'CARDINAL'}, {u'text': u'5', u'type': u'CARDINAL'}, {u'text': u'the United States', u'type': u'GPE'}, {u'text': u'5', u'type': u'CARDINAL'}]",36003
44527184,Bird mortality in Croatia after installing and switching on the 5G tower 2 days ago. Everyone is worried about what happens! It has been tested on the frequency of 7.40 GHz. Citizens send pictures of all the places! Why are they silent about it?,"[{u'text': u'Bird', u'type': u'PRODUCT'}, {u'text': u'Croatia', u'type': u'GPE'}, {u'text': u'5', u'type': u'CARDINAL'}, {u'text': u'2 days ago', u'type': u'DATE'}, {u'text': u'7.40', u'type': u'CARDINAL'}]",36003
44568247,Botswana switched on 5G,"[{u'text': u'Botswana', u'type': u'ORG'}, {u'text': u'5', u'type': u'CARDINAL'}]",36003
44587251,People behind 5G conspiracy want people to destroy Chinese made 5G towers,"[{u'text': u'5', u'type': u'CARDINAL'}, {u'text': u'Chinese', u'type': u'NORP'}, {u'text': u'5', u'type': u'CARDINAL'}]",36003
44587255,Research Paper – 5G Millimeter Waves Absorbed By Dermatologic Cells & Transferred To Other Cells & Produce Coronaviruses in Biological cells! https://z3news.com/w/research-paper-5g-millimeter-waves-absorbed-dermatologic-cells-transferred-cells-produce-coronaviruses-biological-cells/,"[{u'text': u'5', u'type': u'CARDINAL'}, {u'text': u'Dermatologic Cells & Transferred To Other Cells & Produce', u'type': u'ORG'}, {u'text': u'Biological', u'type': u'ORG'}]",36003
44597714,"Working toward a more resilient microelectronics supply chain, while also addressing national security risks:   ""We can no longer clearly identify the pedigree of our microelectronics,"" which are key to technologies like 5G as well as components in many weapons systems, Ellen Lord said. ""Therefore, we can no longer ensure that backdoors, malicious code or data exfiltration commands aren't embedded in our code.""  The United States is one of three countries that has microelectronics manufacturing capabilities, but according to a 2016 report from the Congressional Research Service, American microelectronics manufacturers have increasingly moved microchip fabrication plants abroad.  https://www.upi.com/Defense-News/2020/08/20/Pentagon-Its-time-to-bring-microelectronics-manufacturing-to-US/4331597965789/","[{u'text': u'Ellen Lord', u'type': u'PERSON'}, {u'text': u'The United States', u'type': u'GPE'}, {u'text': u'one', u'type': u'CARDINAL'}, {u'text': u'three', u'type': u'CARDINAL'}, {u'text': u'2016', u'type': u'DATE'}, {u'text': u'the Congressional Research Service', u'type': u'ORG'}, {u'text': u'American', u'type': u'NORP'}]",36003
44598266,"36. Concern grows about shortage of plasma after FDA expands access to COVID-19 treatment. The FDA issued an emergency use authorization for convalescent plasma.  37. For the first time in three decades, military families and retirees are getting revamped IDs. The card will be more durable and more closely resemble the Common Access Cards.  38. Pentagon: It's time to bring microelectronics manufacturing to U.S. The U.S. government must entice companies to do more microelectronics manufacturing in the United States, the Pentagon's undersecretary for acquisition and sustainment said Thursday. Working toward a more resilient microelectronics supply chain, while also addressing national security risks: ""We can no longer clearly identify the pedigree of our microelectronics,"" which are key to technologies like 5G as well as components in many weapons systems, Ellen Lord said. ""Therefore, we can no longer ensure that backdoors, malicious code or data exfiltration commands aren't embedded in our code."" The United States is one of three countries that has microelectronics manufacturing capabilities, but according to a 2016 report from the Congressional Research Service, American microelectronics manufacturers have increasingly moved microchip fabrication plants abroad.  39. The Department of Energy and Microsoft said they were partnering to create AI tools for disaster response. The DOE has created the First Five Consortium, which refers to the critical importance of how first responders make decisions in the first five minutes after a disaster strikes. Microsoft and the DOE, along with the Pacific Northwest National Laboratory and the Pentagon’s Joint AI Center, will apply AI tools to: ⁃Wildfire prediction and fire line containment (which is especially timely at the moment) ⁃Damage assessment  ⁃Search and rescue  ⁃Natural disasters ","[{u'text': u'36', u'type': u'CARDINAL'}, {u'text': u'FDA', u'type': u'ORG'}, {u'text': u'FDA', u'type': u'ORG'}, {u'text': u'37', u'type': u'CARDINAL'}, {u'text': u'first', u'type': u'ORDINAL'}, {u'text': u'three decades', u'type': u'DATE'}, {u'text': u'the Common Access Cards', u'type': u'ORG'}, {u'text': u'38', u'type': u'CARDINAL'}, {u'text': u'Pentagon', u'type': u'ORG'}, {u'text': u'U.S.', u'type': u'GPE'}, {u'text': u'U.S.', u'type': u'GPE'}, {u'text': u'the United States', u'type': u'GPE'}, {u'text': u'Pentagon', u'type': u'ORG'}, {u'text': u'Thursday', u'type': u'DATE'}, {u'text': u'Ellen Lord', u'type': u'PERSON'}, {u'text': u'The United States', u'type': u'GPE'}, {u'text': u'one', u'type': u'CARDINAL'}, {u'text': u'three', u'type': u'CARDINAL'}, {u'text': u'2016', u'type': u'DATE'}, {u'text': u'the Congressional Research Service', u'type': u'ORG'}, {u'text': u'American', u'type': u'NORP'}, {u'text': u'39', u'type': u'CARDINAL'}, {u'text': u'The Department of Energy', u'type': u'ORG'}, {u'text': u'Microsoft', u'type': u'ORG'}, {u'text': u'AI', u'type': u'ORG'}, {u'text': u'DOE', u'type': u'ORG'}, {u'text': u'the First Five Consortium', u'type': u'ORG'}, {u'text': u'first', u'type': u'ORDINAL'}, {u'text': u'the first five minutes', u'type': u'DATE'}, {u'text': u'Microsoft', u'type': u'ORG'}, {u'text': u'DOE', u'type': u'ORG'}, {u'text': u'the Pacific Northwest National Laboratory', u'type': u'ORG'}, {u'text': u'Pentagon', u'type': u'ORG'}, {u'text': u'Joint AI Center', u'type': u'ORG'}, {u'text': u'AI', u'type': u'GPE'}]",36003
44599862,"""The true measure of something’s worth is the hours it takes to acquire it."" - Peter Diamandis  ""I’m more excited about the convergence of exponential technologies rather than any single tech. It’s the combination of AI + Robotics + VR + etc. that will yield new business models and transform industries. If I had to pick one, of course it would be Artificial Intelligence. It is hard for me to believe that anything else will be more impactful this next decade. But I’m a tech junky, so I get thrilled by the idea of combining 5G+VR/AR+AI… as well as AI + Genomics/CRISPR… this next decade is going to be quite a ride!"" - Peter Diamandis","[{u'text': u'u2019m', u'type': u'CARDINAL'}, {u'text': u'AI + Robotics + VR', u'type': u'ORG'}, {u'text': u'Artificial Intelligence', u'type': u'ORG'}, {u'text': u'this next decade', u'type': u'DATE'}, {u'text': u'u2019m', u'type': u'CARDINAL'}, {u'text': u'5G+VR/AR+AI', u'type': u'ORG'}, {u'text': u'AI + Genomics/CRISPR', u'type': u'ORG'}, {u'text': u'this next decade', u'type': u'DATE'}]",36003
44603511,"11. Small businesses have been constantly grappling with drastically reduced liquidity, disrupted supply chains, and lending challenges. To bounce back, they need to re-imagine their business models and identify their place and role in the new normal. Hence, most small businesses have realized that going digital is critical and now they are willing to disrupt them.   12. Russian national arrested for conspiracy to introduce malware into a Nevada company's computer network. Before attempting to flee the United States, the defendant allegedly plotted with co-conspirators to pay $1 million to a company employee to surreptitiously insert the malware. Kryuchkov graduated from St. Petersburg Polytechnic University, one of the world's leading universities in the training of programmers. The Tesla employee who refused to participate in the fraudulent operation was likely 31-year-old Ukrainian Dmitry Volkov.  13. Australia is grappling with a farm labor shortage just weeks from the start of the country’s winter grain harvest.  14. Chile salmon shortage sparks scramble for product. A national truck strike in Chile is affecting supply in the South American nation's main salmon market.  15. Since Friday, a series of earthquakes have occurred in Antarctica. One of them was a 5.1 on the Richter scale, said TN Colonel Emilio Obelar, head of the Uruguayan Artigas base.  16. The northern province of Jujuy is suffering an exponential increase in coronavirus cases, including among its top authorities, which has brought its health system to the brink of collapse. ""The situation is critical. We have 93 percent of the intensive therapy beds occupied by people from the hinterland of the province. In two or three weeks it will peak in San Salvador [de Jujuy, the provincial capital]. We are preparing for a collapse,"" said Sergio Barrera Ruiz, a doctor at Wenceslao Gallardo Hospital in Palpalá and a leading figure from the national medical association (AMRA, in its Spanish acronym). Last week, Marcelo Villa, the director of the Guillermo Paterson Hospital in San Pedro, the province’s second-largest city, said his hospital was on the verge of collapse.   17. Argentina makes moves to align with China over past 40 days. On July 7, the CEO of Huawei Argentina Steven Chen Shiqing met with the Chief of Staff of Chancellery for installation of technology with potential spy 5G, rejected by the Western world for threatening national security. On the same day, a convention was announced for the production of 9 million tons of pig meat, multiplying Argentine production 14 times. China renews the swap with the BCRA to strengthen its reserves. By August 7, in resolution 30917/20, the government authorizes the installation of the Chinese People's Army military base in Neuquén for satellite interception. On August 12, Argentina boycotts the presidency of the IDB for the USA. On the same day, the summit between the authorities of the JPs and the Chinese Communist Party increases international cooperation and exchange of political tables for their training.  18. Huawei focuses on cloud computing to secure its survival. Chinese company’s fast-growing unit still has access to US chips despite sanctions.  19. China is taking advantage of India’s intelligence failures. New Delhi has failed to learn from its mistakes.New Delhi and Beijing have now embarked on a fitful process of de-escalation. But even as the two parties seek to restore some semblance of normalcy along their shared border, a critical question lingers: Why was India’s security establishment seemingly blindsided by China? Local officials in Ladakh have in fact been sounding the alarm about Chinese forays into Indian territory for years, a fact that points to a complete breakdown in New Delhi’s intelligence gathering and risk assessment. It wouldn’t be the first time. And India doesn’t seem to be learning crucial lessons from previous security failures.","[{u'text': u'11', u'type': u'CARDINAL'}, {u'text': u'12', u'type': u'CARDINAL'}, {u'text': u'Russian', u'type': u'NORP'}, {u'text': u'Nevada', u'type': u'GPE'}, {u'text': u'the United States', u'type': u'GPE'}, {u'text': u'$1 million', u'type': u'MONEY'}, {u'text': u'Kryuchkov', u'type': u'PERSON'}, {u'text': u'St. Petersburg Polytechnic University', u'type': u'ORG'}, {u'text': u'Tesla', u'type': u'ORG'}, {u'text': u'31-year-old', u'type': u'DATE'}, {u'text': u'Ukrainian Dmitry Volkov', u'type': u'ORG'}, {u'text': u'13', u'type': u'CARDINAL'}, {u'text': u'Australia', u'type': u'GPE'}, {u'text': u'just weeks', u'type': u'DATE'}, {u'text': u'14', u'type': u'CARDINAL'}, {u'text': u'Chile', u'type': u'GPE'}, {u'text': u'South American', u'type': u'NORP'}, {u'text': u'15', u'type': u'CARDINAL'}, {u'text': u'Friday', u'type': u'DATE'}, {u'text': u'Antarctica', u'type': u'LOC'}, {u'text': u'One', u'type': u'CARDINAL'}, {u'text': u'5.1', u'type': u'CARDINAL'}, {u'text': u'TN', u'type': u'ORG'}, {u'text': u'Emilio Obelar', u'type': u'PERSON'}, {u'text': u'16', u'type': u'CARDINAL'}, {u'text': u'Jujuy', u'type': u'GPE'}, {u'text': u'93 percent', u'type': u'PERCENT'}, {u'text': u'two or three weeks', u'type': u'DATE'}, {u'text': u'San Salvador', u'type': u'GPE'}, {u'text': u'Sergio Barrera', u'type': u'PERSON'}, {u'text': u'Wenceslao Gallardo Hospital', u'type': u'ORG'}, {u'text': u'Palpalxe1', u'type': u'GPE'}, {u'text': u'the national medical association', u'type': u'ORG'}, {u'text': u'AMRA', u'type': u'ORG'}, {u'text': u'Spanish', u'type': u'NORP'}, {u'text': u'Last week', u'type': u'DATE'}, {u'text': u'Marcelo Villa', u'type': u'PERSON'}, {u'text': u'the Guillermo Paterson Hospital', u'type': u'ORG'}, {u'text': u'San Pedro', u'type': u'GPE'}, {u'text': u'second', u'type': u'ORDINAL'}, {u'text': u'17', u'type': u'CARDINAL'}, {u'text': u'Argentina', u'type': u'GPE'}, {u'text': u'China', u'type': u'GPE'}, {u'text': u'past 40 days', u'type': u'DATE'}, {u'text': u'July 7', u'type': u'DATE'}, {u'text': u'Argentina', u'type': u'GPE'}, {u'text': u'Steven Chen Shiqing', u'type': u'PERSON'}, {u'text': u'5', u'type': u'CARDINAL'}, {u'text': u'the same day', u'type': u'DATE'}, {u'text': u'9 million tons', u'type': u'QUANTITY'}, {u'text': u'Argentine', u'type': u'NORP'}, {u'text': u'14', u'type': u'CARDINAL'}, {u'text': u'China', u'type': u'GPE'}, {u'text': u'August 7', u'type': u'DATE'}, {u'text': u'resolution 30917/20', u'type': u'LAW'}, {u'text': u""the Chinese People's Army"", u'type': u'ORG'}, {u'text': u'Neuquxe9n', u'type': u'GPE'}, {u'text': u'August 12', u'type': u'DATE'}, {u'text': u'Argentina', u'type': u'GPE'}, {u'text': u'IDB', u'type': u'ORG'}, {u'text': u'USA', u'type': u'GPE'}, {u'text': u'the same day', u'type': u'DATE'}, {u'text': u'JPs', u'type': u'PRODUCT'}, {u'text': u'the Chinese Communist Party', u'type': u'ORG'}, {u'text': u'18', u'type': u'CARDINAL'}, {u'text': u'Huawei', u'type': u'ORG'}, {u'text': u'Chinese', u'type': u'NORP'}, {u'text': u'US', u'type': u'GPE'}, {u'text': u'19', u'type': u'CARDINAL'}, {u'text': u'China', u'type': u'GPE'}, {u'text': u'India', u'type': u'GPE'}, {u'text': u'New Delhi', u'type': u'GPE'}, {u'text': u'New Delhi', u'type': u'GPE'}, {u'text': u'Beijing', u'type': u'GPE'}, {u'text': u'two', u'type': u'CARDINAL'}, {u'text': u'India', u'type': u'GPE'}, {u'text': u'China', u'type': u'GPE'}, {u'text': u'Ladakh', u'type': u'GPE'}, {u'text': u'Chinese', u'type': u'NORP'}, {u'text': u'Indian', u'type': u'NORP'}, {u'text': u'years', u'type': u'DATE'}, {u'text': u'New Delhiu2019s', u'type': u'GPE'}, {u'text': u'first', u'type': u'ORDINAL'}, {u'text': u'India', u'type': u'GPE'}]",36003
44606554,Oh I’m not buying the 5G story,"[{u'text': u'5', u'type': u'CARDINAL'}]",36003
44610223,"Think about the power of THAT knowledge if you are assessing a hostile threat?! Changes your perspective a little, doesn’t it? From a camera perspective it gathers intel on vehicles in the area - yes, license plates, registrations, make and models - as well as ground based activity such as hot spots where there is social unrest. The eyes in the sky give ground based units advanced intel so they can better prepare. Now look at the military assets that have a hundred times that capability like the Raytheon Sentinel, the Beechcraft RC-12 Guardrail, the EO-5C 'Crazy Hawk' unmanned drone and even the super powerful E-8 Joint Stars to name just a few - all of these aircraft are designed to intercept electronic communications, imagery and ground movements. The hunter-gatherer aircraft are operated by military forces and other government agencies in roles such as intelligence gathering, battlefield surveillance, airspace surveillance, reconnaissance, border patrol and fishery protection as well as traffic monitoring, law enforcement and other similar activities. If you think the Cessna capability was impressive, these are like a Terminator version of the Cessna on steroids.  For example, we are talking about capabilities like a ground penetrating radar that has the ability to look for tunnel systems. Or looking into buildings and houses - yes, through walls, roofs, and all. These guys use technology that is both old and new - NOTHING can hide from them. With the new 5G, it is said they can watch you using the wifi signals. The cameras on-board have the ability to take a picture of the dimples on a golf ball from space - imagine that from just 30,000 feet - they can literally read the text messages on your phone while you are chilling by the pool - and that mole on your left shoulder, you should probably get that looked at by a doctor… No joke. This stuff is insanely cool. When it comes to the Club K missile system however, you can’t just do a broad sweep - you have to know where to look. Thus the problem. If they are looking in the right spot(s) with the right equipment, then they could determine that a sea container may have a heat signal or signature that requires a ground investigation. This is where you would see the helo’s come into play to get a confirmed visual and then boots on the ground to neutralize the threat if confirmed. This folks, is why Trump says - if he wanted to eliminate the ground threat in these cities, he could do it within a few hours. No joke. You mix this level of intel with a bunch of high speed dudes on the ground and it’s game over - quickly.","[{u'text': u'hundred', u'type': u'CARDINAL'}, {u'text': u'the Raytheon Sentinel', u'type': u'LOC'}, {u'text': u'the Beechcraft RC-12 Guardrail', u'type': u'ORG'}, {u'text': u'E-8 Joint Stars', u'type': u'PRODUCT'}, {u'text': u'Cessna', u'type': u'ORG'}, {u'text': u'Terminator', u'type': u'WORK_OF_ART'}, {u'text': u'Cessna', u'type': u'PRODUCT'}, {u'text': u'5', u'type': u'CARDINAL'}, {u'text': u'just 30,000 feet', u'type': u'QUANTITY'}, {u'text': u'Trump', u'type': u'PERSON'}, {u'text': u'a few hours', u'type': u'TIME'}]",36003
